,TimeDiff,tweet_1st,tweet_2nd,Label
624,210.41944444444445,6.602468,0.666958,No Need
630,210.34194444444444,8.222842,6.6016173,Electricity
633,210.31527777777777,7.6653657,1.4338826,No Need
638,210.28972222222225,8.499893,3.185849,Electricity
639,210.28333333333333,6.5624814,5.3711624,No Need
640,210.2830555555556,6.414978,0.9359252,Shelter
645,210.26194444444445,7.8592477,2.758139,Electricity
648,210.2447222222222,7.653358,4.432423,Food
650,210.2386111111111,6.0602846,2.5708666,Shelter
654,210.2133333333333,5.5271254,3.0384057,No Need
660,210.18472222222223,8.508278,1.2614627,Electricity
663,210.1786111111111,7.9952083,1.5060816,Electricity
668,210.1511111111111,8.2840395,5.793531,Shelter
675,210.13083333333333,6.6736865,6.61045,Electricity
676,210.12694444444443,7.2611732,0.92557395,Food
689,210.02166666666668,7.996535,4.67018,No Need
695,210.00027777777777,8.211522,1.1993351,Electricity
699,209.9922222222222,6.5237627,5.393623,No Need
701,209.97694444444448,5.6913614,3.171208,No Need
706,209.96277777777777,9.35151,1.6512293,Water
720,209.83388888888888,6.853196,3.1867628,Electricity
721,209.8322222222222,7.2792587,0.92213184,No Need
728,209.79777777777775,8.700198,3.2948003,Food
740,209.71833333333333,5.304515,6.534768,No Need
743,209.68722222222223,6.76816,3.3208194,Medicine
744,209.68055555555557,8.336605,0.8088723,No Need
747,209.61166666666668,7.2110786,1.1753291,No Need
748,209.6027777777778,5.513171,4.6342554,No Need
759,209.54861111111111,6.9850774,7.2052584,Electricity
760,209.5438888888889,9.580446,3.1498148,Water
762,209.53333333333333,8.281421,4.4382787,Electricity
763,209.5286111111111,7.2667747,2.4861143,Electricity
765,209.51416666666665,7.9475327,6.862124,Electricity
773,209.39777777777775,7.3052616,0.7277659,Shelter
774,209.38111111111112,5.367408,2.9411328,Electricity
777,209.3711111111111,8.999832,3.2887716,No Need
782,209.3411111111111,8.567631,7.4544544,No Need
790,209.3011111111111,7.1949706,3.3057637,Water
794,209.2888888888889,9.331027,2.7742596,Food
798,209.2516666666667,5.748651,3.2094858,No Need
800,209.23833333333332,9.011249,3.6986053,Food
801,209.22722222222225,6.33556,4.078597,Food
803,209.21138888888888,8.399302,0.9630783,Electricity
805,209.19222222222223,6.2037487,1.2181027,No Need
807,209.1725,7.9894824,4.0731583,Electricity
811,209.1652777777778,8.481878,0.9696506,Electricity
813,209.15694444444443,6.175559,0.71211654,Food
814,209.15444444444444,8.53256,1.0605218,Electricity
815,209.15,9.363824,3.3150291,Electricity
819,209.1002777777778,10.182335,6.5445876,Electricity
820,209.08527777777775,7.180891,0.434598,No Need
822,209.08055555555555,4.855558,1.8286189,No Need
828,209.0361111111111,9.463561,0.6239151,Shelter
830,209.03222222222223,7.5357594,1.0540199,No Need
838,209.0052777777778,6.0199904,1.0536355,Medicine
839,209.00027777777777,9.540204,1.1497945,Electricity
840,209.0,9.412497,3.3495796,Water
841,208.9988888888889,8.707634,1.4702815,Electricity
844,208.98805555555555,4.876661,1.7934861,Electricity
852,208.9380555555556,8.781307,6.8627796,Shelter
862,208.9025,6.731095,3.6611886,Electricity
867,208.88194444444449,6.988649,1.0519135,Food
869,208.86916666666667,6.4970827,0.67835283,No Need
883,208.79611111111112,7.917822,6.869141,Shelter
884,208.79166666666663,6.5794406,0.8806159,No Need
885,208.78194444444443,5.963345,1.8872538,No Need
895,208.74138888888888,8.130909,7.240342,No Need
898,208.71527777777777,6.96711,0.8196272,Food
899,208.70888888888888,6.781534,3.5198152,Shelter
900,208.70555555555555,6.76981,6.2962174,Electricity
902,208.68944444444443,7.8988576,7.502645,Shelter
904,208.67638888888888,4.7475557,1.7737149,No Need
915,208.5822222222222,6.649429,3.5212715,Electricity
920,208.5405555555556,5.6325917,1.3443344,No Need
922,208.535,8.529312,6.5949745,Electricity
923,208.5325,5.1912827,4.871296,Food
926,208.52305555555557,6.9105477,2.1780097,Food
928,208.51472222222225,5.5982985,3.1806755,Electricity
933,208.48444444444445,6.609726,0.7689448,Electricity
934,208.4825,10.4141655,3.4703975,No Need
941,208.41472222222225,4.1983285,3.409883,Food
943,208.4086111111111,6.2082844,3.1552758,Food
948,208.3863888888889,5.048214,3.2899365,Food
952,208.35944444444445,6.5694923,3.8821588,No Need
953,208.34722222222223,8.881156,3.9071884,Food
955,208.33694444444444,6.339109,1.3730118,Food
956,208.32944444444445,7.101952,7.2100935,Electricity
960,208.3083333333333,6.584378,3.1287963,No Need
961,208.30194444444444,6.700475,5.341104,Shelter
965,208.25722222222225,4.833957,1.8195912,No Need
966,208.25,7.346069,1.1763798,Water
968,208.2463888888889,7.722004,2.6774254,Medicine
970,208.23416666666665,6.68686,2.86436,Electricity
983,208.17194444444445,8.817598,1.3487269,Electricity
986,208.1688888888889,10.239915,5.4030137,Electricity
987,208.16444444444448,8.522354,0.95562834,Food
989,208.1625,10.367871,2.5262516,Electricity
993,208.1508333333333,7.0639944,3.9624586,Food
994,208.1305555555556,6.5636086,2.8537717,Water
1009,208.01583333333332,5.8215804,3.0579727,No Need
1010,208.015,7.1806083,0.9117069,No Need
1011,208.0125,7.171536,0.9408502,No Need
1012,208.00083333333333,9.66663,4.861313,Electricity
1024,207.91333333333333,7.574086,0.7489436,No Need
1025,207.9127777777778,8.136839,2.7167628,Electricity
1026,207.9013888888889,8.865458,3.2802088,Water
1031,207.84333333333333,9.059042,4.088868,Electricity
1032,207.84027777777777,6.8141203,1.841053,No Need
1034,207.82972222222224,7.7249017,0.8931117,No Need
1038,207.79861111111111,8.694959,3.592218,Food
1041,207.7925,5.330404,2.7543788,Food
1042,207.7905555555556,6.2538924,2.4152524,Electricity
1050,207.7425,8.181853,6.7725024,No Need
1052,207.73638888888888,8.401333,3.6331594,Food
1053,207.73527777777775,6.067047,1.4656442,No Need
1069,207.64277777777775,7.7956004,3.621339,Water
1070,207.64138888888888,7.117944,1.593291,Shelter
1073,207.6175,5.0035596,5.7889266,No Need
1078,207.58805555555557,3.5517194,10.450325,No Need
1079,207.57833333333332,8.42232,1.3834779,Electricity
1087,207.53861111111112,7.315798,0.7720671,No Need
1088,207.5375,7.020887,3.8431208,No Need
1090,207.5305555555556,5.783989,1.1202387,Food
1093,207.51,8.909495,6.01313,Food
1099,207.45277777777775,5.4923506,2.4181716,Electricity
1102,207.44472222222225,7.712101,7.463427,Electricity
1105,207.4355555555556,6.57569,3.0159507,Electricity
1112,207.38333333333333,5.4744844,6.875346,No Need
1113,207.3736111111111,8.38421,7.713262,No Need
1114,207.36444444444444,9.453114,0.6160908,Medicine
1117,207.3322222222222,4.9946637,5.6907363,No Need
1118,207.32944444444445,9.816352,1.5626148,No Need
1119,207.30777777777777,5.897227,2.5529015,Electricity
1126,207.26472222222225,6.226593,3.3898408,Electricity
1130,207.23944444444444,5.7078886,2.583318,No Need
1131,207.2375,6.599794,2.3409472,Electricity
1134,207.2308333333333,7.8517804,1.0800678,No Need
1135,207.22833333333327,6.468652,6.220644,No Need
1136,207.22194444444443,4.7678185,1.7014142,Electricity
1137,207.2180555555556,6.6036777,0.610801,No Need
1140,207.19972222222225,6.5547934,3.0188475,Electricity
1141,207.18777777777777,5.9751043,2.722406,No Need
1146,207.165,6.2859144,3.435284,No Need
1150,207.1533333333333,8.084748,6.6431723,Electricity
1151,207.15277777777777,8.031461,2.7701917,Electricity
1152,207.15027777777777,10.132821,3.7765064,No Need
1153,207.14583333333331,7.0543256,1.1493216,No Need
1156,207.1313888888889,7.632936,3.3773293,No Need
1157,207.1280555555556,8.483601,5.284137,Food
1160,207.07861111111112,6.528061,1.0440348,No Need
1163,207.05027777777775,6.5560036,1.2496827,Medicine
1165,207.04833333333332,4.739543,1.7364937,Electricity
1167,207.0336111111111,10.355168,2.3024359,Shelter
1170,207.0113888888889,7.409514,4.454832,Electricity
1173,207.00027777777777,6.504621,3.2805426,Electricity
1176,206.96666666666667,6.1889296,0.440212,No Need
1181,206.92527777777775,8.737414,1.4083594,No Need
1186,206.90472222222223,4.339963,2.4592032,Electricity
1188,206.8883333333333,9.11589,3.570645,Water
1189,206.88472222222225,6.083461,1.4913342,No Need
1192,206.86888888888888,5.968288,2.9913824,No Need
1199,206.82111111111112,6.836871,2.9368565,Water
1206,206.78333333333333,7.7718363,3.1623006,Water
1214,206.75,8.698901,3.293156,No Need
1215,206.7313888888889,6.2667007,4.325404,Shelter
1216,206.7263888888889,8.410994,0.9473871,Electricity
1219,206.71416666666667,7.9128156,7.1121225,No Need
1220,206.70805555555555,5.166884,0.5494883,Shelter
1228,206.63777777777776,7.8462934,6.966691,Electricity
1232,206.6263888888889,8.338209,3.3974261,Food
1247,206.5380555555556,5.861154,3.778514,No Need
1253,206.50694444444449,9.4667845,0.6083891,Shelter
1257,206.4752777777778,7.1435323,0.7549444,Shelter
1260,206.47333333333333,5.915754,3.0294483,No Need
1261,206.4658333333333,6.4211936,0.6896616,No Need
1263,206.46,8.291052,1.112302,No Need
1265,206.44416666666663,8.923863,3.2856183,Water
1267,206.44,8.544831,5.0688715,No Need
1270,206.42222222222225,7.497027,1.2933202,Shelter
1280,206.37833333333333,6.2637243,0.5270058,No Need
1281,206.35888888888888,4.730982,1.8041395,No Need
1284,206.3075,6.348155,1.1118667,No Need
1286,206.29888888888888,9.135364,2.0599606,Electricity
1294,206.25,5.5764837,6.9917903,Food
1300,206.175,7.042872,0.81224626,Food
1301,206.17277777777775,7.818021,6.787094,Electricity
1307,206.0911111111111,9.541067,1.2056203,Food
1311,206.07666666666665,4.958457,1.9866925,No Need
1313,206.06472222222223,9.976844,4.763222,Electricity
1318,206.03277777777777,7.404356,1.5859933,No Need
1324,206.0,8.695462,3.168399,Electricity
1327,205.97222222222223,5.0377083,2.4296496,No Need
1334,205.91722222222225,9.664647,5.4908557,Electricity
1336,205.85,5.6159887,6.6297793,No Need
1337,205.84666666666664,6.62049,5.406921,Food
1338,205.82,5.988992,3.563591,No Need
1340,205.8086111111111,4.2853527,1.984935,Shelter
1347,205.71277777777777,9.075652,6.1142774,Shelter
1353,205.6683333333333,6.8913083,4.467832,Food
1354,205.66722222222225,7.557589,4.8194814,Food
1355,205.66222222222223,7.183072,0.32160074,No Need
1357,205.65194444444444,8.348306,1.6173954,Food
1358,205.63611111111112,7.9792705,6.8519497,No Need
1363,205.6027777777778,8.630189,6.422023,Electricity
1364,205.6027777777778,4.780929,1.7566203,Electricity
1365,205.5911111111111,5.88806,2.7057006,No Need
1369,205.54444444444445,8.308066,3.118797,Water
1372,205.53333333333333,7.8501034,1.6832112,No Need
1380,205.4777777777778,9.139713,0.6506275,Electricity
1381,205.4713888888889,5.690422,3.0450542,No Need
1383,205.45277777777775,10.7180195,4.6066103,Electricity
1399,205.21833333333333,10.233039,2.7245114,No Need
1400,205.20111111111112,5.651923,2.3274934,No Need
1404,205.1833333333333,9.234253,1.734422,Electricity
1410,205.08444444444444,9.169677,4.691997,Water
1413,205.0377777777778,8.855559,1.7546265,Electricity
1414,205.0355555555556,7.174553,4.1150975,Electricity
1416,205.0305555555556,6.728466,6.6341944,Water
1421,205.0005555555556,10.016327,4.3537817,Electricity
1425,204.97944444444445,9.562849,1.154531,Food
1428,204.9405555555556,8.603097,2.433083,Electricity
1429,204.89666666666668,8.683206,3.2443376,Water
1438,204.7238888888889,6.542875,1.2761986,Medicine
1440,204.71055555555557,6.7860913,9.729187,Food
1441,204.7086111111111,8.095392,3.0563297,Electricity
1442,204.70833333333331,6.787572,9.725008,Food
1447,204.6302777777778,5.2780666,3.0567842,Shelter
1455,204.4961111111111,9.683939,0.7915153,Food
1465,204.36666666666667,8.152791,2.4209826,No Need
1472,204.22694444444448,4.6097703,2.827335,No Need
1478,204.08666666666667,6.722438,3.0665016,Water
1479,204.0822222222222,7.9855547,4.3080883,Medicine
1480,204.0713888888889,8.759783,3.3536458,Food
1483,204.025,5.9293404,1.7314645,Electricity
1484,204.01555555555555,6.7440844,6.659164,Water
1485,204.0133333333333,8.796206,7.1196876,No Need
1487,204.0013888888889,7.645943,1.2651204,Shelter
1489,204.00083333333333,8.60368,6.5403843,Electricity
1490,203.9955555555556,12.821654,-7.5484304,Electricity
1491,203.995,12.821636,-7.548399,Electricity
1492,203.98638888888888,9.397785,1.150878,Electricity
1493,203.9808333333333,12.8216305,-7.548386,Electricity
1494,203.96944444444443,12.8216305,-7.548326,Electricity
1502,203.61916666666667,5.445385,6.87888,No Need
1504,203.51833333333332,8.42039,3.3510258,Electricity
1508,203.37777777777777,6.341394,1.5961143,Shelter
1511,203.34833333333333,6.7095084,6.6619864,Water
1512,203.33333333333331,6.857174,1.7659341,No Need
1517,203.27388888888888,5.893487,4.0725837,Electricity
1522,203.2436111111111,8.568709,1.5767514,Electricity
1523,203.23666666666668,7.136032,3.6032422,No Need
1532,203.15027777777777,5.709112,3.3134584,No Need
1542,202.97472222222223,5.013732,2.662611,No Need
1543,202.9725,7.3034053,6.3917317,Food
1544,202.92638888888888,7.211521,1.169153,Electricity
1546,202.91222222222223,6.9295607,1.3752745,No Need
1548,202.87277777777777,8.82332,3.520277,Shelter
1549,202.8372222222222,8.493872,0.96656185,Electricity
1554,202.7161111111111,5.3443193,6.7964997,Electricity
1557,202.685,12.177217,0.20811114,No Need
1559,202.6613888888889,5.3496327,6.845041,Electricity
1560,202.58388888888888,6.9644284,0.7911518,No Need
1562,202.50083333333333,8.235679,1.0444231,No Need
1565,202.45166666666665,9.4805,1.3823445,Food
1567,202.38611111111112,7.547204,7.6773376,Electricity
1568,202.3486111111111,8.49317,1.5533252,Electricity
1575,202.10805555555555,7.044006,3.8511174,Electricity
1577,202.0561111111111,8.558768,4.8327503,Water
1579,202.0280555555556,8.946971,2.0154247,Electricity
1580,202.00972222222225,9.429765,4.0383673,Electricity
1581,202.00972222222225,6.28195,6.0677776,Shelter
1585,201.92916666666667,9.115398,2.8198931,Food
1586,201.9055555555556,9.274359,0.9181512,Electricity
1588,201.8761111111111,8.835466,3.1258955,No Need
1591,201.8358333333333,6.8685875,2.7215114,Food
1605,201.5011111111111,8.277544,3.2987566,Water
1617,201.2863888888889,9.494118,0.6404422,Food
1620,201.2588888888889,5.6072054,5.2771854,Shelter
1622,201.08333333333331,9.56863,1.1255227,Food
1626,201.0,9.577691,1.1383357,Food
1627,200.84,6.9213185,5.187634,Food
1632,200.64527777777775,5.385612,6.957619,Electricity
1637,200.48472222222225,7.554288,3.1649714,Food
1641,200.40666666666667,9.534522,1.1408317,Food
1644,200.25,9.445813,1.4038149,Food
1650,200.0980555555556,10.720306,4.612987,Electricity
1651,200.09722222222223,9.549926,1.1616398,Electricity
1654,200.0705555555556,7.860804,3.2766044,Water
1656,200.02527777777777,8.1830845,4.4464335,No Need
1659,199.89222222222224,3.2286675,2.1698353,No Need
1663,199.7447222222222,5.2798405,2.948458,Electricity
1665,199.6625,3.8311229,3.3195388,No Need
1668,199.58416666666668,6.0807858,1.101084,Water
1671,199.54166666666663,9.692971,0.23546705,Shelter
1675,199.3855555555556,9.605357,1.1063865,Electricity
1680,199.26444444444445,9.466867,1.3412726,Electricity
1681,199.25861111111112,6.9905953,4.703801,Shelter
1687,199.13472222222225,9.4364195,1.3035954,Food
1696,198.82805555555555,9.564572,1.0859092,Food
1697,198.79444444444445,8.37802,1.6462132,Electricity
1699,198.58416666666668,9.321731,4.2959733,Food
1705,198.29555555555555,9.573156,1.0982195,Food
1716,197.83527777777775,7.211529,3.6274714,Electricity
1720,197.54916666666668,7.0086894,7.0737205,Electricity
1722,197.4825,9.353535,1.33523,Water
1728,197.3358333333333,6.597135,6.4838963,No Need
1731,197.2733333333333,5.7137027,2.536925,No Need
1734,197.22583333333333,9.541058,1.1252202,Food
1736,197.17944444444444,10.27348,6.37751,Electricity
1745,197.06666666666663,8.653218,3.350388,Electricity
1748,196.95638888888888,5.149095,3.066173,No Need
1749,196.935,9.520156,1.2020609,Food
1750,196.9272222222222,9.531296,1.1784618,Electricity
1756,196.75611111111112,6.4509163,2.3494363,Shelter
1762,196.695,9.515865,1.2268971,Water
1765,196.63166666666663,9.451244,1.34708,Food
1772,196.52722222222224,9.255021,4.1892805,Food
1774,196.51916666666668,4.775047,6.6777844,No Need
1779,196.3761111111111,9.508285,1.2385665,Food
1782,196.2913888888889,3.4485435,3.4192507,Electricity
1783,196.2697222222222,6.57594,0.76823974,Food
1791,196.03583333333333,9.591033,1.0904502,Food
1793,195.97666666666663,4.8704476,3.4452817,Shelter
1795,195.93166666666667,6.5186057,3.13047,Water
1803,195.7633333333333,6.109662,2.3256767,Water
1804,195.7086111111111,6.636023,0.84926564,Electricity
1806,195.6977777777778,8.78408,3.5482569,No Need
1809,195.67444444444445,7.771812,4.239535,No Need
1810,195.6525,8.056505,1.838428,No Need
1811,195.64388888888888,9.451787,1.3218999,Food
1813,195.5883333333333,9.549114,1.2539341,Food
1816,195.535,6.1657987,5.7986956,Electricity
1817,195.53333333333333,9.574762,1.1243451,Food
1819,195.50333333333333,9.393461,3.4386072,Electricity
1820,195.4388888888889,6.121767,1.1187932,Water
1822,195.425,9.585092,1.1228981,Electricity
1824,195.4008333333333,7.8721995,3.271638,Water
1826,195.38694444444445,6.599976,0.89257896,No Need
1827,195.3802777777778,8.368409,3.319742,Water
1830,195.2747222222222,8.683612,3.2608418,No Need
1837,195.19472222222225,5.445078,3.3200724,No Need
1838,195.1905555555556,8.835272,3.227273,Electricity
1840,195.12277777777777,6.7884216,4.445752,Food
1842,195.10777777777776,10.156533,2.1475668,Electricity
1852,194.9025,4.933617,2.0780668,No Need
1853,194.89027777777775,9.497501,1.4627337,Food
1854,194.88694444444445,8.1015,1.596176,No Need
1857,194.86055555555555,5.9974103,3.1072743,Electricity
1861,194.82555555555555,6.9464827,3.192446,No Need
1866,194.79805555555555,8.907847,1.4621369,Electricity
1868,194.78722222222223,6.757571,3.9571795,No Need
1870,194.76111111111112,8.213612,4.3695254,No Need
1871,194.72861111111112,9.496081,1.1865264,Food
1872,194.7244444444445,6.988593,3.4415915,Shelter
1873,194.71,4.707944,2.8005378,No Need
1878,194.6611111111111,6.3576827,0.5207,No Need
1884,194.60944444444445,5.898587,2.9043226,Electricity
1889,194.4633333333333,9.622798,5.0542574,Electricity
1890,194.4633333333333,9.630149,5.035662,Electricity
1892,194.45055555555555,5.8703904,3.0300727,No Need
1893,194.45,6.770644,5.510518,Electricity
1896,194.42194444444445,8.718944,3.176165,Food
1906,194.3736111111111,5.223045,3.2628496,No Need
1907,194.3711111111111,7.264569,0.8307891,Medicine
1911,194.32083333333333,8.7808275,1.7767779,Electricity
1912,194.3175,7.8526278,3.2734952,Water
1915,194.28583333333333,3.4090838,3.0012674,Food
1917,194.26444444444445,9.471909,1.2525234,Food
1921,194.22666666666663,10.316898,2.7968524,Electricity
1923,194.22083333333333,4.4443893,4.19962,No Need
1926,194.1930555555556,9.521447,1.1283019,Food
1929,194.16916666666663,9.45077,1.406073,Food
1938,194.12916666666663,9.548882,1.1318403,Electricity
1944,194.08444444444444,7.337154,1.61059,Food
1945,194.08083333333332,9.224939,3.9667382,Food
1946,194.07555555555555,9.566484,1.1984078,Food
1955,194.0275,9.573743,1.1398389,Food
1957,194.01277777777776,7.529991,5.3405104,No Need
1959,194.0105555555556,7.933988,5.412226,Electricity
1963,194.00027777777777,8.0710125,6.789443,Electricity
1975,193.92138888888888,5.837756,3.489032,Electricity
1976,193.92055555555555,9.614741,1.0999619,Food
